,population,city,province,# restaurants,restaurants per capita,population per restaurant,restaurants per 10k people,"city, state"
49,381009.0,Cleveland,OH,104,0.0002729594314045075,3663.548076923077,2.729594314045075,"Cleveland, OH"
50,379289.0,Aurora,CO,37,9.755094400312163e-05,10251.054054054053,0.9755094400312163,"Aurora, CO"
51,350365.0,Anaheim,CA,33,9.418749018880311e-05,10617.121212121212,0.9418749018880311,"Anaheim, CA"
52,332318.0,Santa Ana,CA,25,7.522914798476158e-05,13292.72,0.7522914798476158,"Santa Ana, CA"
53,331360.0,Riverside,CA,23,6.941091260260743e-05,14406.95652173913,0.6941091260260743,"Riverside, CA"
54,326586.0,Corpus Christi,TX,24,7.348753467693043e-05,13607.75,0.7348753467693042,"Corpus Christi, TX"
55,320189.0,Henderson,NV,27,8.43251954314483e-05,11858.851851851852,0.843251954314483,"Henderson, NV"
56,312697.0,Stockton,CA,10,3.197983990892142e-05,31269.7,0.31979839908921415,"Stockton, CA"
57,303940.0,Cincinnati,OH,197,0.0006481542409686122,1542.8426395939086,6.4815424096861225,"Cincinnati, OH"
58,300286.0,Pittsburgh,PA,43,0.00014319681903252233,6983.395348837209,1.4319681903252233,"Pittsburgh, PA"
59,296710.0,Greensboro,NC,55,0.00018536618246772944,5394.727272727273,1.8536618246772945,"Greensboro, NC"
60,289102.0,Lincoln,NE,33,0.00011414656418841792,8760.666666666666,1.1414656418841793,"Lincoln, NE"
61,288000.0,Anchorage,AK,39,0.00013541666666666666,7384.615384615385,1.3541666666666667,"Anchorage, AK"
62,287677.0,Plano,TX,8,2.78089663059612e-05,35959.625,0.27808966305961197,"Plano, TX"
63,287442.0,Orlando,FL,110,0.00038268589837254125,2613.109090909091,3.8268589837254123,"Orlando, FL"
64,287401.0,Irvine,CA,17,5.915080323311332e-05,16905.941176470587,0.5915080323311331,"Irvine, CA"
65,282011.0,Newark,NJ,5,1.7729804865767648e-05,56402.2,0.17729804865767648,"Newark, NJ"
66,278993.0,Durham,NC,40,0.00014337277279358263,6974.825,1.4337277279358263,"Durham, NC"
67,274492.0,Chula Vista,CA,17,6.193258819929178e-05,16146.588235294117,0.6193258819929178,"Chula Vista, CA"
68,272779.0,Toledo,OH,49,0.0001796325963508921,5566.918367346939,1.7963259635089213,"Toledo, OH"
69,270402.0,Fort Wayne,IN,33,0.000122040517451794,8194.0,1.22040517451794,"Fort Wayne, IN"
70,262491.0,Laredo,TX,15,5.7144816393704925e-05,17499.4,0.5714481639370493,"Laredo, TX"
71,262075.0,Jersey City,NJ,4,1.5262806448535725e-05,65518.75,0.15262806448535723,"Jersey City, NJ"
72,261165.0,Chandler,AZ,33,0.00012635690080983286,7914.090909090909,1.2635690080983286,"Chandler, AZ"
73,259680.0,Madison,WI,19,7.316697473813925e-05,13667.368421052632,0.7316697473813925,"Madison, WI"
74,258862.0,Lubbock,TX,28,0.00010816574081943275,9245.07142857143,1.0816574081943275,"Lubbock, TX"
75,258069.0,Scottsdale,AZ,27,0.00010462318217220976,9558.111111111111,1.0462318217220976,"Scottsdale, AZ"
76,255601.0,Reno,NV,37,0.0001447568671484071,6908.135135135135,1.447568671484071,"Reno, NV"
77,255284.0,Buffalo,NY,16,6.267529496560693e-05,15955.25,0.6267529496560693,"Buffalo, NY"
78,254114.0,Gilbert,AZ,24,9.444579991657288e-05,10588.083333333334,0.9444579991657287,"Gilbert, AZ"
79,252381.0,Glendale,AZ,45,0.00017830185315059375,5608.466666666666,1.7830185315059375,"Glendale, AZ"
80,251974.0,North Las Vegas,NV,18,7.14359418035194e-05,13998.555555555555,0.7143594180351942,"North Las Vegas, NV"
81,247945.0,Winston-Salem,NC,33,0.00013309403295085604,7513.484848484848,1.3309403295085604,"Winston-Salem, NC"
82,244835.0,Chesapeake,VA,29,0.00011844711744644352,8442.586206896553,1.1844711744644352,"Chesapeake, VA"
83,242742.0,Norfolk,VA,24,9.887040561583903e-05,10114.25,0.9887040561583904,"Norfolk, VA"
84,241110.0,Fremont,CA,18,7.465472191116088e-05,13395.0,0.7465472191116088,"Fremont, CA"
85,239928.0,Garland,TX,15,6.251875562668801e-05,15995.2,0.62518755626688,"Garland, TX"
86,239798.0,Irving,TX,13,5.421229534858506e-05,18446.0,0.5421229534858506,"Irving, TX"
87,233339.0,Hialeah,FL,40,0.00017142440826437073,5833.475,1.7142440826437073,"Hialeah, FL"
88,230436.0,Richmond,VA,39,0.0001692443888975681,5908.615384615385,1.6924438889756808,"Richmond, VA"
89,222081.0,Spokane,WA,86,0.0003872460948933047,2582.3372093023254,3.8724609489330466,"Spokane, WA"
90,220236.0,Baton Rouge,LA,57,0.0002588132730343813,3863.7894736842104,2.5881327303438133,"Baton Rouge, LA"
91,217827.0,Tacoma,WA,28,0.00012854237537128087,7779.535714285715,1.2854237537128088,"Tacoma, WA"
92,215784.0,San Bernardino,CA,18,8.341675008341675e-05,11988.0,0.8341675008341676,"San Bernardino, CA"
93,215196.0,Modesto,CA,24,0.00011152623654714772,8966.5,1.115262365471477,"Modesto, CA"
94,214547.0,Fontana,CA,13,6.0592783865539954e-05,16503.615384615383,0.6059278386553996,"Fontana, CA"
95,214237.0,Des Moines,IA,24,0.00011202546712285926,8926.541666666666,1.1202546712285926,"Des Moines, IA"
96,213055.0,Moreno Valley,CA,10,4.693623712186994e-05,21305.5,0.46936237121869945,"Moreno Valley, CA"
97,212979.0,Santa Clarita,CA,4,1.8781194390057235e-05,53244.75,0.18781194390057238,"Santa Clarita, CA"
98,211657.0,Fayetteville,NC,49,0.00023150663573612024,4319.530612244898,2.3150663573612023,"Fayetteville, NC"
99,209403.0,Birmingham,AL,81,0.00038681394249366055,2585.222222222222,3.8681394249366052,"Birmingham, AL"
100,208881.0,Oxnard,CA,10,4.787414843858465e-05,20888.1,0.47874148438584646,"Oxnard, CA"
101,205695.0,Rochester,NY,24,0.00011667760519215342,8570.625,1.1667760519215342,"Rochester, NY"
102,201013.0,Grand Rapids,MI,37,0.000184067697114117,5432.783783783784,1.8406769711411701,"Grand Rapids, MI"
103,200574.0,Huntsville,AL,37,0.00018447056946563364,5420.918918918919,1.8447056946563363,"Huntsville, AL"
104,200567.0,Salt Lake City,UT,50,0.00024929325362597036,4011.34,2.492932536259704,"Salt Lake City, UT"
105,200490.0,Frisco,TX,11,5.486557933063993e-05,18226.363636363636,0.5486557933063994,"Frisco, TX"
106,200370.0,Yonkers,NY,6,2.9944602485402005e-05,33395.0,0.29944602485402005,"Yonkers, NY"
107,199371.0,Amarillo,TX,14,7.022084455612903e-05,14240.785714285714,0.7022084455612903,"Amarillo, TX"
108,199303.0,Glendale,CA,9,4.515737344646092e-05,22144.777777777777,0.4515737344646092,"Glendale, CA"
109,199223.0,Huntington Beach,CA,22,0.00011042901672999603,9055.59090909091,1.1042901672999603,"Huntington Beach, CA"
110,199177.0,McKinney,TX,5,2.5103300079828495e-05,39835.4,0.25103300079828494,"McKinney, TX"
111,198525.0,Montgomery,AL,37,0.00018637451202619317,5365.540540540541,1.8637451202619317,"Montgomery, AL"
112,197757.0,Aurora,IL,13,6.573724318228938e-05,15212.076923076924,0.6573724318228937,"Aurora, IL"
113,197597.0,Akron,OH,50,0.0002530402789516035,3951.94,2.5304027895160353,"Akron, OH"
114,197312.0,Little Rock,AR,35,0.00017738404151800195,5637.4857142857145,1.7738404151800193,"Little Rock, AR"
115,195805.0,Tempe,AZ,33,0.00016853502208830215,5933.484848484848,1.6853502208830213,"Tempe, AZ"
116,195769.0,Columbus,GA,20,0.000102161220622264,9788.45,1.02161220622264,"Columbus, GA"
117,195494.0,Overland Park,KS,14,7.161345105220621e-05,13963.857142857143,0.7161345105220621,"Overland Park, KS"
118,194543.0,Grand Prairie,TX,10,5.1402517695316717e-05,19454.3,0.5140251769531672,"Grand Prairie, TX"
119,194500.0,Tallahassee,FL,37,0.0001902313624678663,5256.756756756757,1.9023136246786634,"Tallahassee, FL"
120,194495.0,Cape Coral,FL,21,0.00010797192729890228,9261.666666666666,1.0797192729890228,"Cape Coral, FL"
121,188720.0,Mobile,AL,36,0.00019075879610004238,5242.222222222223,1.9075879610004238,"Mobile, AL"
122,187603.0,Knoxville,TN,59,0.00031449390468169485,3179.7118644067796,3.1449390468169485,"Knoxville, TN"
123,187112.0,Shreveport,LA,41,0.00021912009919192784,4563.707317073171,2.191200991919278,"Shreveport, LA"
124,185428.0,Worcester,MA,4,2.1571715167072936e-05,46357.0,0.21571715167072933,"Worcester, MA"
125,185010.0,Ontario,CA,13,7.026647208259014e-05,14231.538461538461,0.7026647208259013,"Ontario, CA"
126,184463.0,Vancouver,WA,37,0.0002005822305828269,4985.486486486487,2.005822305828269,"Vancouver, WA"
127,183793.0,Sioux Falls,SD,18,9.793626525493354e-05,10210.722222222223,0.9793626525493354,"Sioux Falls, SD"
128,182799.0,Chattanooga,TN,38,0.00020787859889824343,4810.5,2.078785988982434,"Chattanooga, TN"
129,182781.0,Brownsville,TX,15,8.206542255486074e-05,12185.4,0.8206542255486075,"Brownsville, TX"
130,182437.0,Fort Lauderdale,FL,86,0.0004713956050581845,2121.360465116279,4.713956050581845,"Fort Lauderdale, FL"
131,179883.0,Providence,RI,10,5.559169015415576e-05,17988.3,0.5559169015415576,"Providence, RI"
132,179225.0,Newport News,VA,20,0.00011159157483609987,8961.25,1.1159157483609987,"Newport News, VA"
133,177603.0,Rancho Cucamonga,CA,7,3.941374864163331e-05,25371.85714285714,0.39413748641633306,"Rancho Cucamonga, CA"
134,176753.0,Santa Rosa,CA,23,0.00013012508981460004,7684.913043478261,1.3012508981460003,"Santa Rosa, CA"
135,175961.0,Peoria,AZ,20,0.00011366155000255738,8798.05,1.1366155000255738,"Peoria, AZ"
136,175742.0,Oceanside,CA,14,7.966223213574445e-05,12553.0,0.7966223213574444,"Oceanside, CA"
137,174775.0,Elk Grove,CA,9,5.149477900157345e-05,19419.444444444445,0.5149477900157345,"Elk Grove, CA"
138,174365.0,Salem,OR,40,0.00022940383677917014,4359.125,2.2940383677917016,"Salem, OR"
139,172622.0,Eugene,OR,45,0.0002606851965566382,3836.0444444444443,2.606851965566382,"Eugene, OR"
140,171644.0,Garden Grove,CA,7,4.078208384796439e-05,24520.571428571428,0.4078208384796439,"Garden Grove, CA"
141,170282.0,Cary,NC,26,0.00015268789419903454,6549.307692307692,1.5268789419903457,"Cary, NC"
142,170243.0,Fort Collins,CO,12,7.048747966142514e-05,14186.916666666666,0.7048747966142513,"Fort Collins, CO"
143,169868.0,Corona,CA,14,8.241693550286104e-05,12133.42857142857,0.8241693550286106,"Corona, CA"
144,167882.0,Springfield,MO,29,0.0001727403771696787,5789.0344827586205,1.7274037716967872,"Springfield, MO"
