,name,address,city,province,latitude,longitude
6099,mcdonalds,3201 23rd Ave,Evans,CO,40.3847,-104.7159
6100,charcoaldelights,3139 W Foster Ave,Chicago,IL,41.97548,-87.707696
6101,subway,1340 E 71st St,Tulsa,OK,36.06032,-95.97389
6102,burgerking,3709 N Tryon St,Charlotte,NC,35.254958,-80.802188
6103,dominospizza,501 Old Greenville Hwy,Clemson,SC,34.6884,-82.81222
6104,mcdonalds,2245 Southwest Blvd,Tulsa,OK,36.130096,-96.006326
6105,mcdonalds,520 Northern Ave,Hagerstown,MD,39.664435,-77.707985
6106,subway,3030 Pacific Ave,Livermore,CA,37.6762,-121.7588
6107,subway,11216 W Bluemound Rd,Milwaukee,WI,43.035637516,-88.052208465
6108,arbys,700 S Us Highway 131,Three Rivers,MI,41.93485,-85.65239
6109,mcdonalds,537 S Watson Rd,Buckeye,AZ,33.441588181,-112.555819107
6110,mcdonalds,5214 Oaklawn Blvd,Hopewell,VA,37.25985,-77.32615
6111,checkers,16171 Shady Grove Rd,Gaithersburg,MD,39.120829958,-77.179039567
6112,tacobell,3383 S Linden Rd,Flint,MI,42.977599,-83.771468
6113,kfc,705 W Baseline Rd,Tempe,AZ,33.377777,-111.949936
6114,krystal,434 W 1st North St,Morristown,TN,36.21263,-83.29712
6115,bostonmarket,586 Ritchie Hwy,Severna Park,MD,39.07526,-76.54395
6116,mcdonalds,40 Wasden Rd,Hope Hull,AL,32.27055,-86.35728
6117,jimmyjohns,11863 S 216th St,Gretna,NE,41.130705119,-96.25262581
6118,mcdonalds,410 W North Ave,Addison,IL,41.905407,-87.983494
6119,carlsjr,715 S Green Valley Pkwy,Henderson,NV,36.001984,-115.08361
6120,sheetz,1791 Goucher St,Johnstown,PA,40.3260278,-78.9512402
6121,mcdonaldsoldatlanta,3075 Old Atlanta Rd,Cumming,GA,34.112624541,-84.153218357
6122,wendys,4025 E Court St,Burton,MI,43.018926,-83.633607
6124,mcdonalds,664 Crescent St,Brockton,MA,42.081025,-70.992588
6125,wendys,14001 Livernois Ave,Detroit,MI,42.39145,-83.13985
6126,hardees,23240 John R Rd,Hazel Park,MI,42.463028,-83.104049
6127,churchschicken,3401 Nameoki Rd,Granite City,IL,38.72456,-90.124
6128,kfc,5010 S Campbell Ave,Tucson,AZ,32.1612,-110.9439
6129,subway,7910 Lake Wilson Rd,Davenport,FL,28.258131,-81.59269
6130,sonicdrivein,11375 E 21st St N,Wichita,KS,37.72257,-97.20573
6131,kfc,2246 Sun Ranch Village Loop,Los Lunas,NM,34.814591643,-106.764566088
6132,tacobell,1200 Southgate Pl,Pueblo,CO,38.2173,-104.623076
6133,jackinthebox,6601 Calhoun Memorial Hwy,Easley,SC,34.82112,-82.58727
6134,mcdonalds,4140 Hunt Rd,Cincinnati,OH,39.226389,-84.396969
6135,krystal,337 Park Ave,Orange Park,FL,30.186646,-81.701507
6136,arbys,44133 Fairground Rd,Caldwell,OH,39.73777,-81.52811
6137,mcdonalds,2999 Grand Point Hwy,Breaux Bridge,LA,30.31327,-91.83192
6138,subway,597 E Tremont Ave,Bronx,NY,40.8465,-73.89353
6139,wendys,10 S West End Blvd,Quakertown,PA,40.443337,-75.358228
6140,tacobell,322 S Broadway,Salem,NH,42.75514,-71.2095
6141,mcdonalds,32797 John R Rd,Madison Heights,MI,42.533167,-83.107078
6142,tacobell,5684 Thornton Ave,Newark,CA,37.540779,-122.027399
6143,burgerking,315 S 3rd St,Bismarck,ND,46.80249,-100.78729
6144,bostonmarket,175 Kinderkamack Rd,Emerson,NJ,40.975508,-74.026685
6145,tacobell,18300 Wedge Pkwy,Reno,NV,39.393373,-119.766426
6146,checkers,883 Shugart Rd,Dalton,GA,34.79093,-84.99719
6147,arbys,710 W McKinley Ave,Mishawaka,IN,41.680653,-86.192146
6148,tacobell,302 Mall Blvd,Savannah,GA,32.004698,-81.113831
6149,burgerking,9201 S Dixie Hwy,Miami,FL,25.684879,-80.312689
6150,dominospizza,515 Stead St,Conshohocken,PA,40.070896,-75.318804
6151,pizzahut,3540 Sugarloaf Pkwy,Frederick,MD,39.32902,-77.35186
6152,mcdonalds,2250 Flint Hill Dr,Dubuque,IA,42.45912,-90.67422
6153,hungryys,629 S Broadway,Baltimore,MD,39.28383,-76.59294
6154,jackinthebox,2015 North St,Nacogdoches,TX,31.62189,-94.65292
6155,elpolloloco,665 Coleman Ave,San Jose,CA,37.341271,-121.910423
6156,mcdonalds,206 Columbia St,Blakely,AL,31.375119,-84.936603883
6157,kfc,800 N Grand Canyon Blvd,Williams,AZ,35.2575,-112.1912
6158,mcdonalds,127 Washington Ave,North Haven,CT,41.396348871,-72.855854796
6159,wendys,881 Sutton Rd,Streamwood,IL,42.018732,-88.203073
6160,mcdonalds,4700 Charlotte Pike,Nashville,TN,36.15243,-86.84386
6161,portofsubs,7120 N Durango Dr,Las Vegas,NV,36.289861,-115.285664
6162,kfc,2636 Midway Rd,Carrollton,TX,32.984850698,-96.841671793
6163,wendys,209 West St,Cromwell,CT,41.6031,-72.6773
6164,arbys,2810 E Busch Blvd,Tampa,FL,28.03285,-82.42776
6165,dunkindonuts,12074 Queens Blvd,Kew Gardens,NY,40.713657,-73.829672
6166,mcdonalds,26 Sutton Ave,Oxford,MA,42.11758,-71.85975
6167,kfc,118 S Kennedy Dr,Bradley,IL,41.1433,-87.8759
6168,burgerking,5869 Antelope Rd,Sacramento,CA,38.70585,-121.32781
6169,burgerking,4850 Brained Rd,Chattanooga,TN,35.006111032,-85.223491593
6170,checkers,5503A S Semoran Blvd,Orlando,FL,28.482402,-81.309576
6171,kfc,1003 W Main St,Cabot,AR,34.97604076,-92.026584791
6172,carlsjr,1551 W Pacheco Blvd,Los Banos,CA,37.05679,-120.880872
6173,burgerking,1383 Cove Rd,New Bedford,MA,41.61469,-70.92949
6174,subway,10525 S De Anza Blvd,Cupertino,CA,37.31528,-122.03238
6175,hotdogonastick,1151 Galleria Blvd,Roseville,CA,38.77243,-121.26633
6176,wendys,1894 Oakland Ave,Indiana,PA,40.61252,-79.1768
6177,sonicdrivein,2005 S Commerce St,Grenada,MS,33.760500853,-89.809419669
6178,bojanglesfamouschickennbiscuits,1089 Glennview Dr,Kernersville,NC,36.072526076,-80.111235769
6179,mcdonalds,652 Main St NE,Los Lunas,NM,34.8058,-106.72852
6180,subway,20355 Yorba Linda Blvd,Yorba Linda,CA,33.891277,-117.77611
6181,wendys,3100 Boardwalk Dr,Ann Arbor,MI,42.241800952,-83.735032975
6182,mcdonalds,14390 Air And Pkwy,Chantilly,VA,38.911192723,-77.443377971
6183,wendys,5965 W Chandler Blvd,Chandler,AZ,33.304705,-111.944298
6184,wendys,4997 Longley Ln,Reno,NV,39.477563015,-119.765424233
6185,bojanglesfamouschickennbiscuits,4323 University Dr,Huntsville,AL,34.734495306,-86.635638177
6186,carlsgreenburrito,9756 19th St,Rancho Cucamonga,CA,34.133148,-117.592376543
6187,wusfinechinesecuisine,4411 Coldwater Rd,Fort Wayne,IN,41.11918,-85.13596
6188,dairyqueen,909 S Rainbow Blvd,Las Vegas,NV,36.16125,-115.24393
6189,dominospizza,1230 Helton Dr,Florence,AL,34.81664,-87.66416
6190,chickfila,7800 Hallettsville Hwy,Victoria,TX,28.86726334,-96.99492216
6191,dominospizza,2025 Westchester Ave,Bronx,NY,40.83366,-73.85684
6192,mcdonalds,809 Lake Bradford Rd,Tallahassee,FL,30.433975,-84.30134
6193,sonicdrivein,2420 E Sunshine St,Springfield,MO,37.181053,-93.2483
6194,burgerking,3051 Coral Way,Miami,FL,25.75049,-80.2433
6195,paexpress,1410 W Tennessee St,Tallahassee,FL,30.449478,-84.305336
6196,mcdonalds,2000 S Western St,Amarillo,TX,35.19251,-101.88449
6197,burgerking,100 S International Blvd,Hidalgo,TX,26.108334,-98.265081
6198,carlsjr,6706 N 95th Ave,Glendale,AZ,33.532797,-112.265281
6199,mcdonalds,819 Sheppard Rd,Burkburnett,TX,34.082208,-98.562061
6200,firehousesubs,9921 W Charleston Blvd,Las Vegas,NV,36.15761,-115.313484
6202,wendys,514 W Cevallos,San Antonio,TX,29.410728,-98.506837
6203,mcdonalds,715 Tinkling Spring Rd,Fishersville,VA,38.08115,-78.99128
6204,burgerking,2735 Mosley St,Austell,GA,33.812945954,-84.633432736
6205,churchschicken,242 E Capitol Dr,Milwaukee,WI,43.0896,-87.9082
6206,bajafresh,150 S 1st St,San Jose,CA,37.333656,-121.88872
6207,burgerking,765 Main St,Winchester,MA,42.45815,-71.13944
6208,tacobell,26 E 33rd St,Edmond,OK,35.62315,-97.48401
6209,whataburger,1218 First St,Timpson,TX,31.905965,-94.398844
6210,hardees,12328 Highway 56 N,Clinton,SC,34.507508,-81.625609
6211,tacobell,356 Florin Rd,Sacramento,CA,38.508307,-121.542957
6212,kfctacobell,4720 Alabama Rd NE,Roswell,GA,34.064639406,-84.423311036
6213,tacobell,5350 Highland Rd,Waterford,MI,42.660203,-83.394737
6214,mcdonalds,2198 E Arapaho Rd,Richardson,TX,32.960166449,-96.683404395
6215,subway,10790 W Colfax Ave,Denver,CO,39.73972,-105.11864
6216,sonicdrivein,6101 N Martin Luther King Ave,Oklahoma City,OK,35.53426,-97.47767
6217,subway,508 Munson Ave,Traverse City,MI,44.758385,-85.578594
6218,burgerking,1813 N Keyser Ave,Scranton,PA,41.4447,-75.6704
6219,mcdonalds,450 W Belmont Dr,Calhoun,GA,34.480913,-84.944842
6220,deltaco,13204 Imperial Hwy,Santa Fe Springs,CA,33.916627713,-118.050926876
6221,kfc,313 Stanley K Tanger Blvd,Locust Grove,GA,33.3521,-84.1208
6222,tacobell,Route 60,Smithers,WV,38.176358342,-81.304308
6223,subway,1650 W Broadway St,Missoula,MT,46.879083,-114.020032
6224,chickfila,2016 Cornhusker Rd,Bellevue,NE,41.15975,-95.94199
6225,popeyeschickenbiscuits,1200 SW Green Oaks Blvd,Arlington,TX,32.6592,-97.1333
6226,sonicdrivein,3518 S Timberline Rd,Fort Collins,CO,40.53837,-105.03768
6227,bojanglesfamouschickennbiscuits,1017 Dallas Cherryville Hwy,Dallas,NC,35.315017,-81.192074
6228,tacobell,12605 SE Division St,Portland,OR,45.5044,-122.5341
6229,mcdonalds,625 W Coshocton St,Johnstown,OH,40.14715,-82.70082
6230,arbys,1376 N Hwy 27,Whitley City,KY,36.742193,-84.472242
6231,steakout,1106 Jefferson St S E,Athens,AL,34.79095,-86.97196
6232,jimmyjohns,3970 Tampa Rd,Oldsmar,FL,28.036841615,-82.65901724
6233,hardees,143 Washington Pointe Dr,Indianapolis,IN,39.775888,-85.979823
6234,mcdonalds,3118 Estes Pkwy,Longview,TX,32.44892,-94.72254
6235,tacobell,4292 Washington Rd,Evans,GA,33.5347,-82.12697
6236,tacobell,5821 Saratoga Blvd,Corpus Christi,TX,27.682876,-97.379739
6237,wingsnmorewings,1839 Benning Rd NE,Washington,DC,38.898922,-76.97707
6238,sonicdrivein,3156 S Kingshighway Blvd,Saint Louis,MO,38.60256,-90.26911
6239,burgerking,800 S Washburn St,Oshkosh,WI,44.01158,-88.58437
6240,kfc,509 Lincoln Way,Ames,IA,42.0233,-93.6172
6241,burgerking,7387 N Liberty Dr,Middletown,OH,39.37655,-84.37771
6242,churchschicken,7060 Michigan Ave,Detroit,MI,42.3314,-83.1316
6243,tacobell,2050 Lebanon Church Rd,West Mifflin,PA,40.34815,-79.947479
6244,mcdonalds,990 Playa Ave,Seaside,CA,36.619008,-121.843904
6245,wendys,8543 Tara Blvd,Jonesboro,GA,33.52163,-84.364066
6246,jimmyjohns,333 E Main St,Lexington,KY,38.04253,-84.49269
6247,pterrys,3303 N Lamar Blvd,Austin,TX,30.301760686,-97.744948267
6248,wendys,913 N Wisner St,Jackson,MI,42.259426,-84.428152
6249,tacobell,2404 W Court St,Pasco,WA,46.241552,-119.122657
6250,jjfishchicken,4301 Natural Bridge Ave,Saint Louis,MO,38.669772,-90.236454
6251,burgerking,1506 W Cedar,Beresford,SD,43.084372646,-96.792817039
6252,dominospizza,4305 W Pipeline Rd,Euless,TX,32.822899286,-97.154733538
6253,mcdonalds,4223 State Route 43,Kent,OH,41.1051,-81.3471
6254,wendys,1919 S Orange Ave,Orlando,FL,28.51961,-81.375891
6255,tacojohns,343 Broadway,Imperial,NE,40.515378237,-101.643069534
6256,jackinthebox,1001 E Yelm Ave,Yelm,WA,46.935788,-122.595074
6257,mcdonalds,3280 Coral Way,Miami,FL,25.732096,-80.260414
6258,jackinthebox,901 E Curry Rd,Tempe,AZ,33.439934,-111.92605
6259,tacobell,5550 W Orem Dr,Houston,TX,29.627594947,-95.466642
6260,jackinthebox,4343 E Camelback Rd,Phoenix,AZ,33.50899,-111.98787
6261,wendys,975 Crosstown Dr,Peachtree City,GA,33.371662,-84.56751
6262,dairyqueen,1930 E 7th Ave,Corsicana,TX,32.0824,-96.4826
6263,mcdonalds,9900 Airport Blvd,Mobile,AL,30.67128,-88.27654
6264,carlsjr,758 S Boulder Hwy,Henderson,NV,36.02975,-114.96988
6265,deltaco,201 Pittman Rd,Fairfield,CA,38.2204,-122.1276
6266,burgerking,44805 Schoenherr,Sterling Heights,MI,42.625149743,-82.993742273
6267,subway,4375 4379 White Plains Rd,Bronx,NY,40.899779756,-73.85709393
6268,mcdonalds,428 N Main St,Niles,OH,41.1859,-80.7656
6269,captainds,217 Upper River Rd,Gallipolis,OH,38.83066,-82.15844
6270,wendys,3995 Rochester Rd,Troy,MI,42.577696,-83.128375
6271,wendys,400 S Lyons Ave,Sioux Falls,SD,43.543855,-96.774375
6272,mcdonalds,14985 Airline Hwy,Baton Rouge,LA,30.36,-91.0083
6273,churchschicken,3036 S Garnett Rd,Tulsa,OK,36.1195,-95.85151
6274,churchschicken,101 S Timberland Dr,Lufkin,TX,31.33577,-94.71771
6275,kfc,4011 196th St SW,Lynnwood,WA,47.8213,-122.2876
6276,mcdonalds,6360 W Charleston Blvd,Las Vegas,NV,36.1428,-115.2253
6277,carlsjr,13980 Nacogdoches Rd,San Antonio,TX,29.56777,-98.38491
6278,burgerking,2806 N Broadway,Knoxville,TN,35.998139336,-83.924106594
6279,wendys,5008 S Amherst Hwy,Madison Heights,VA,37.4349,-79.1224
6280,churchschicken,15697 N Reems Rd,Surprise,AZ,33.626772,-112.393722
6281,burgerking,105 N Goose Creek Blvd,Goose Creek,SC,32.998202,-80.039157
6282,burgerking,1700 Tiffin Ave,Findlay,OH,41.05309,-83.6171
6283,subway,727 W San Marcos Blvd,San Marcos,CA,33.13689,-117.17971
6284,sonicdrivein,1036 Edgefield Rd,North Augusta,SC,33.57165,-81.93857
6285,burgerking,3085 Ronald Reagan Blvd,Cumming,GA,34.1509,-84.1718
6286,wendys,1730 NE Highway 99w,Mcminnville,OR,45.2265,-123.1806
6287,mcdonalds,195 E Central Dr,Meridian,ID,43.596741,-116.39284
6288,wendys,10710 Page Ave,Saint Louis,MO,38.691968,-90.397511166
6289,burgerking,220 S Ford Rd,Zionsville,IN,39.926328468,-86.279042536
6290,hardees,1039 W Main St,Lebanon,TN,36.212601739,-86.318617924
6291,mcdonalds,1397 Progressive Dr,Seward,NE,40.877075,-97.102017
6292,paexpress,1 Borgata Way,Atlantic City,NJ,39.37739,-74.43568
6293,mcdonalds,18241 N Pima Rd,Scottsdale,AZ,33.651915692,-111.886793523
6294,burgerking,920 Charlevoix Ave,Petoskey,MI,45.370095,-84.974825
6295,mcdonalds,Clovis & Ashland,Clovis,CA,36.764081633,-119.70100555
6296,mcdonalds,1595 S Hanley Rd,Saint Louis,MO,38.626733,-90.335344
6297,mcdonalds,600 Saint Andrews Rd,Columbia,SC,34.04429,-81.12441
6298,mcdonalds,5321 Blue Mound Rd,Fort Worth,TX,32.835433,-97.34295
6299,burgerking,710 Andrews Hwy,Midland,TX,31.998518,-102.107598
6300,jackinthebox,4810 NE 4th St,Renton,WA,47.488503,-122.154902
6301,littlecaesarspizza,1155 E Twain Ave,Las Vegas,NV,36.12118,-115.1387
6302,burgerking,2000 N Main St,Longmont,CO,40.19383725,-105.101271308
6303,paexpress,1300 S Lamb Blvd,Las Vegas,NV,36.15748,-115.079768
6304,tacobell,2717 Florence Blvd,Florence,AL,34.83062,-87.62706
6305,mcdonalds,2980 Fort Worth Hwy,Weatherford,TX,32.756544895,-97.711240847
6306,aw,1200 N Monroe St,Monroe,MI,41.932877404,-83.389309644
6307,mcdonalds,1331 S John B Dennis Hwy,Kingsport,TN,36.50502,-82.55428
6308,subway,2511 N 2nd St,Rogers,AR,36.356376,-94.116012866
6309,tacobell,6622 W Fullerton Ave,Chicago,IL,41.924213,-87.791554
6310,kentuckyfriedchicken,11201 Kingston Pike,Knoxville,TN,35.88490332,-84.15431709
6311,subway,37 Ofallon Sq,O Fallon,MO,38.801431,-90.700605
6312,burgerking,1160 Homestead Rd N,Lehigh Acres,FL,26.606193,-81.648473
6313,mcdonalds,1621 Pacheco St,Santa Fe,NM,35.661097,-105.959505
6314,burgerking,2363 White Hall Blvd,Fairmont,WV,39.43632297,-80.182441717
6315,mcdonalds,2000 2098 E State Highway 31,Corsicana,TX,32.099099,-96.443058
6316,subway,2055 5th Ave,Huntington,WV,38.42292,-82.42093
6317,mcdonalds,2021 E Market St,Akron,OH,41.060767,-81.455031
6318,greekovenpizzawings,11 Benefit St,Pawtucket,RI,41.891831398,-71.371393203
6319,mcdonalds,1325 Denver Ave,Loveland,CO,40.4052,-105.0464
6320,burgerking,3451 Colorado Ave,Lorain,OH,41.465111,-82.133108
6321,tacobell,2618 State Rd,Cuyahoga Falls,OH,41.144402,-81.508973
6322,jackinthebox,7100 S May Ave,Oklahoma City,OK,35.39463,-97.56557
6323,kfc,314 Barnstable Rd,Hyannis,MA,41.661922,-70.28549
6324,mcdonalds,7515 W Bell Rd,Peoria,AZ,33.637855,-112.2208
6325,churchschicken,2333 Bob Bullock Loop,Laredo,TX,27.518555423,-99.449034072
6326,burgerking,150 Cranbrook Rd,Cockeysville,MD,39.46469,-76.63373
6327,tacobell,656 Hwy 31 E,Chandler,TX,32.309199,-95.47221277
6328,burgerking,47 E Main St,North Vernon,IN,39.00475,-85.62664
6329,wendys,1942 N US Highway 31 N,Traverse City,MI,44.74513,-85.53804
6330,wienerschnitzel,1352 W 190th St,Torrance,CA,33.857922,-118.301071
6331,dominospizza,453 Sw 8th St,Miami,FL,25.766182,-80.20161
6332,citybites,3770 W Robinson St,Norman,OK,35.232474898,-97.496752738
6333,dairyqueen,11702 Sudley Manor Dr,Manassas,VA,38.785828,-77.51713
6334,tacobell,70 Homer M Adams Pkwy,Alton,IL,38.9108,-90.1557
6335,mcdonalds,300 Hanover St,Martins Ferry,OH,40.095808,-80.722776
6336,arcticcircle,500 S 16th St,Payette,ID,44.068203,-116.92311
6337,subway,115 N Dixon Rd,Kokomo,IN,40.48868,-86.1656
6338,subway,4620 1st Ave NE,Cedar Rapids,IA,42.0249,-91.6235
6339,jerseymikessubs,1147 N Eola Rd,Aurora,IL,41.77992,-88.24023
6340,smoothieking,27 S Pleasantburg Dr,Greenville,SC,34.841503,-82.363439
6341,tacobell,903 Apollo Dr,Wapakoneta,OH,40.561546,-84.172975
6342,mcdonalds,2555 SW Cherry Park Rd,Troutdale,OR,45.52859,-122.41256
6343,chickfila,13725 W Bell Rd,Surprise,AZ,33.6386,-112.353751
6344,goldenchick,1144 Airport Blvd,Austin,TX,30.27221,-97.697889
6345,mcdonalds,357 S Charles G Seivers Blvd,Clinton,TN,36.09395,-84.13735
6346,burgerking,1413 Ringold,Coushatta,LA,32.024699209,-93.339255675
6347,bobbysburgerpalace,75 Middlesex Tpke,Burlington,MA,42.47982,-71.2162
6348,wienerschnitzel,5950 N Highway 99,Stockton,CA,38.017254,-121.25777
6349,mcdonalds,12112 Brittingham Ln,Princess Anne,MD,38.2143,-75.7011
6350,arbys,544 Fieldstown Rd,Gardendale,AL,33.651804,-86.821238
6351,burgerking,1112 N First Avenues E,Little Falls,MN,45.975781,-94.350031
6352,jackinthebox,2921 S Figueroa St,Los Angeles,CA,34.025425,-118.278305
6353,smashburger,80 Dekalb Ave,Brooklyn,NY,40.68968,-73.979645
6354,carlsjr,40980 California Oaks Rd,Murrieta,CA,33.56763789,-117.205465924
6355,bojanglesfamouschickennbiscuits,5625 Lawrenceville Hwy,Lilburn,GA,33.88069,-84.165712
6356,arbys,660 Mountain Parkway Spur,Campton,KY,37.73716,-83.560697
6357,wendys,1102 N Chucky Pike,Jefferson City,TN,36.126503,-83.46907
6358,tacobell,19025 State Route 2,Monroe,WA,47.860961,-121.975552
6359,sonicdrivein,3800 N 1st Ave,Tucson,AZ,32.27599,-110.96059
6360,mcdonalds,6705 Pines Rd,Shreveport,LA,32.44761,-93.86369
6361,mcdonalds,3223 Washington Blvd,Baltimore,MD,39.25684,-76.66374
6362,wendys,8596 Dixie Hwy,Louisville,KY,38.128379038,-85.850000381
6363,sonicdrivein,3508 Dayton Blvd,Chattanooga,TN,35.11302,-85.2928
6364,tacodelmar,8801 N Indian Trail Rd,Spokane,WA,47.739033,-117.484587
6365,burgerking,34835 Plymouth Ave,Livonia,MI,42.367589,-83.385891
6366,baskinrobbins,3031 E Indian School Rd,Phoenix,AZ,33.495166,-112.016361
6367,jimmyjohns,1702 S Center St,Marshalltown,IA,42.028127959,-92.911965864
6368,elpolloloco,7096 N Durango Dr,Las Vegas,NV,36.289642,-115.287415
6369,kfc,1601 S Irby St,Florence,SC,34.16414,-79.76553
6370,jimmyjohns,1931 S Yale Ave,Tulsa,OK,36.1351,-95.922
6371,mcdonalds,802 S Walnut St,Starke,FL,29.93737,-82.11164
6372,wendys,2100 Red Lion Rd,Philadelphia,PA,40.097527,-75.018718
6373,kfc,1950 W Baseline Rd,Mesa,AZ,33.378952,-111.87638
6374,bostonmarket,1611 Pennsylvania Ave,Wilmington,DE,39.754417,-75.563438
6375,mcdonalds,817 Leisure Town Rd,Vacaville,CA,38.38616,-121.93312
6376,burgerking,11700 Princeton Pike Inside Tricounty Mall,Cincinnati,OH,39.309643604,-84.458319292
6377,burgerking,4945 Kipling St,Wheat Ridge,CO,39.786358,-105.11014
6378,subway,5270 E Arapahoe Rd,Littleton,CO,39.595017,-104.926601
6379,chickfila,4752 S Kirkman Rd,Orlando,FL,28.492914,-81.459085
6381,burgerking,6825 Maynardville Pike,Knoxville,TN,36.0711,-83.928
6382,longjohnsilvers,13165 S W Pacific Hwy,Portland,OR,45.424558,-122.781563
6383,tacobell,4020 E Lake St,Minneapolis,MN,44.948637,-93.214363
6384,mcdonalds,2811 N Piedras St,El Paso,TX,31.794571863,-106.517200043
6385,subway,11916 Aviation Blvd,Inglewood,CA,33.924828,-118.378075
6386,hometownbuffet,1299 Center Dr,Medford,OR,42.313215,-122.856834
6387,tacobell,220 Riggs Rd NE,Washington,DC,38.95684,-77.00285
6388,bostonmarket,1554 S Bascom Ave,San Jose,CA,37.294871,-121.931009
6389,chickfila,4965 Sugarloaf Pkwy,Lawrenceville,GA,33.95743,-84.05794144
6390,hardees,61 Us Highway 68 W,Benton,KY,36.926121,-88.345066
6391,tacobell,1324 Hampton Ave,Saint Louis,MO,38.625824,-90.287392
6392,sonicdrivein,1810 Wynnton Rd,Columbus,GA,32.46752,-84.96716
6393,mcdonalds,1701 E State Route 69,Prescott,AZ,34.548858,-112.439452
6394,subway,7941 S Broadway,Littleton,CO,39.57186,-104.99045
6395,kfc,7150 Hamilton Blvd,Trexlertown,PA,40.5487,-75.596
6396,subway,13102 Goldenwest St,Westminster,CA,33.772158,-118.006962
6397,subway,808 E Marland St,Hobbs,NM,32.69662,-103.12582
6398,sonicdrivein,13314 E 116th St N,Owasso,OK,36.32145,-95.82525
6399,kfc,101 Central Ave,Hilton Head Island,SC,32.21299,-80.72624
6400,dominospizza,9845 W Bell Rd,Sun City,AZ,33.6379266,-112.2717309
6401,dunkindonuts,1879 Hooper Ave,Toms River,NJ,40.014404,-74.14577
6402,sonicdrivein,3721 SW Topeka Blvd,Topeka,KS,39.00019,-95.68784
6403,kfc,2350 Miracle Mile,Bullhead City,AZ,35.101091,-114.596582
6404,arbys,1701 E Markland Ave,Kokomo,IN,40.47659,-86.11075
6405,panerabread,13410 W Maple Rd,Omaha,NE,41.29226,-96.1236
6406,sonicdrivein,8031 Metcalf Ave,Overland Park,KS,38.983150089,-94.667032957
6407,mcdonalds,13131 Kingston Ave,Chester,VA,37.3467,-77.3422
6408,wendys,692 Highway 76,White House,TN,36.469776,-86.673706
6409,hardees,3227 S Kingshighway Blvd,Saint Louis,MO,38.601395,-90.26989
6410,tacobell,2649 Cascade Ave,Hood River,OR,45.710561,-121.538647
6411,burgerking,3710 E State Blvd,Fort Wayne,IN,41.085824045,-85.158602536
6412,burgerking,3728 S Archer Ave,Chicago,IL,41.825838,-87.685181
6413,tacojohns,903 N Court St,Marion,IL,37.73721,-88.93234
6414,subway,1250 Crater Lake Ave,Medford,OR,42.341683995,-122.860013463
6415,burgerking,1177 Pontiac Ave,Cranston,RI,41.7524,-71.4515
6416,deltaco,2761 N Grand Ave,Santa Ana,CA,33.774,-117.85298
6417,burgerking,1840 Lapalco Blvd,Harvey,LA,29.875105,-90.050413
6418,tacobell,3050 Youngfield St,Denver,CO,39.75949,-105.14212
6419,mcdonalds,5725 Dry Creek Ln NE,Cedar Rapids,IA,42.03578,-91.65579
6420,wendys,1160 Hellertown Rd,Bethlehem,PA,40.597494,-75.340911
6421,mcdonalds,6385 Crain Hwy,La Plata,MD,38.536693,-76.984146
6422,chickfila,1525 W W T Harris Blvd,Charlotte,NC,35.31364746,-80.78340468
6423,carlsjr,1015 N Dobson Rd,Mesa,AZ,33.43503,-111.86782
6424,sonicdrivein,705 E Lincoln Blvd,Hesston,KS,38.1442,-97.4216
6425,tacobell,701 N Wohlleber Dr,Mount Pleasant,IA,40.97456,-91.53962
6426,paexpress,5220 Dempster St,Skokie,IL,42.04107,-87.757522
6427,papajohnspizza,7741 Colony Rd,Charlotte,NC,35.114786142,-80.783718448
6428,chickfila,1 Main St,Houston,TX,29.766241,-95.359854
6429,wendys,5801 Clarksville Square Dr,Clarksville,MD,39.21178,-76.937521
6430,dominospizza,2295 E Cinema Dr,Meridian,ID,43.59107,-116.36687
6431,whataburger,2214 N Collins St,Arlington,TX,32.770013,-97.097865
6432,wendys,9744 Lower Azusa Rd,El Monte,CA,34.090115,-118.054376
6433,tacobell,807 Nashville Pike,Gallatin,TN,36.37977,-86.46442
6434,dominospizza,1700 S Parrott Ave,Okeechobee,FL,27.227123,-80.82994
6435,kfc,1287 Town Centre Dr,Saint Paul,MN,44.8325,-93.1602
6436,hardees,3001 Richlands Hwy,Jacksonville,NC,34.7555,-77.4715
6437,captainds,1059 Berea Rd,Richmond,KY,37.73046,-84.27226
6438,arbys,906 State Rd 28,Milford,OH,39.191253,-84.254849
6439,mcdonalds,8924 34th Ave NE,Marysville,WA,48.097296,-122.188551
6440,dairyqueengrillchill,3444 S Sherwood Forest Blvd,Baton Rouge,LA,30.421865951,-91.051876544
6441,mcdonalds,902 S Huntington St,Syracuse,IN,41.412671,-85.746552
6442,whitecastle,3030 Central Pkwy,Cincinnati,OH,39.138858542,-84.53249131
6443,krystal,2383 W Us Highway 90,Lake City,FL,30.17976,-82.67117
6444,subway,48 N 1600 W,Mapleton,UT,40.1307,-111.5971
6445,tacocabana,8620 Burnet Rd,Austin,TX,30.368656,-97.727953
6446,thebiscuitfactory,2163 Kirkwood St,High Point,NC,35.983227211,-80.021503934
6447,mcdonalds,345 Highway 6,Sugar Land,TX,29.61276,-95.64459
6448,wendys,1022 John Sims Pkwy E,Niceville,FL,30.5177,-86.4713
6449,culvers,8425 US Hwy 19,Port Richey,FL,28.28009116,-82.71808292
